confirmed,9.541844489358711e-35,1
debate,2.238144930234901e-22,1
trump,3.367063563838777e-22,1
truck,9.601638355290637e-20,1
pacific,6.868085815354921e-14,1
funeral,4.75466425934572e-10,1
principal,2.016358676404507e-09,1
march,2.5292304325301134e-08,1
shot,2.8815365920873528e-08,1
merry,2.986876283153666e-08,1
launch,3.044166089030411e-08,1
acquire,4.2284328992744315e-08,1
gun,3.820784066002994e-07,1
policy,4.663505292309982e-07,1
senate,8.808018918386235e-07,1
building,2.0095784615024493e-06,1
war,3.951609326601694e-06,1
kind,4.474862844965034e-06,1
gang,9.797245589898281e-06,1
bank,1.635165213180227e-05,1
candidate,3.4606116634308176e-05,1
debt,4.523171540435449e-05,1
forward,5.007512444424676e-05,1
veto,7.323247665470504e-05,1
confirmation,9.414357379993413e-05,1
included,0.00010020905646282006,1
cleaning,0.00010435201199599506,1
moderator,0.0001044549220669361,1
split,0.00010563458117432812,1
authenticity,0.00014878294171488129,1
economy,0.00018851872218648736,1
lion,0.00021226897657612855,1
award,0.00025720963845156163,1
default,0.00028143246449021184,1
verified,0.0002878947590120804,1
install,0.0003652942289768461,1
police,0.00043151174236228713,1
deal,0.0004706917335678106,1
income,0.0005003826389624045,1
growth,0.0006938505492747902,1
humane,0.0012704116659909023,1
tough,0.001867019417122408,1
foreign,0.001966898661607129,1
council,0.002138582447395406,1
poverty,0.0022038503510904014,1
university,0.0024121626544514226,1
ballot,0.002456152594200492,1
gore,0.0026190542869154263,1
opposed,0.002925015355575426,1
gate,0.003022324247852752,1
absentee,0.004367663365905486,1
black,0.004586541673897946,1
start,0.004769306752753347,1
confederate,0.005348355099914508,1
measure,0.005348355099914508,1
hood,0.0057654270750841655,1
remove,0.006078021596862426,1
parole,0.006137173944485688,1
copy,0.006145111841245373,1
progress,0.006145111841245373,1
greater,0.006231334152074852,1
true,0.006613107826695271,1
commission,0.00737862477998926,1
time,0.007481545400289639,1
general,0.007782827522114738,1
measured,0.007849571909538241,1
neighbor,0.008006055302006399,1
auction,0.008116455587299188,1
lynch,0.008641697722895365,1
fact,0.008886022816731783,1
peace,0.008887452359525766,1
authority,0.009691172729409052,1
sue,0.009691172729409052,1
ahead,0.010462222014656882,1
politics,0.010462222014656882,1
crisis,0.01144946123378602,1
stone,0.012494163507883837,1
love,0.012587680881200406,1
august,0.013106888006144578,1
partner,0.013199257208161359,1
slave,0.016506753049268547,1
greeting,0.01705793853146703,1
fort,0.017846205576788232,1
rescue,0.017846205576788232,1
stamina,0.017846205576788232,1
vision,0.017846205576788232,1
crew,0.01820888761556309,1
lost,0.019046033243474248,1
numbers,0.019683240619446367,1
vote,0.020138373092862087,1
county,0.023084486851152414,1
shooting,0.02430955117630911,1
statue,0.025076290149437373,1
blanket,0.025510860996999406,1
deficit,0.025510860996999406,1
long,0.027677414530311736,1
speech,0.028147495443769825,1
budget,0.02886482155898069,1
bye,0.03355491089345553,1
captain,0.03387247953055982,1
hit,0.034564745821115184,1
assets,0.03649748450873254,1
contempt,0.03649748450873254,1
prosperity,0.03649748450873254,1
important,0.03706036499155639,1
primary,0.03725285554851885,1
adviser,0.03765706954724122,1
rating,0.03765706954724122,1
thought,0.03837892614496546,1
full,0.040176876133833445,1
celebrating,0.04033332383333677,1
disabled,0.04033332383333677,1
lowest,0.04033332383333677,1
congress,0.04158307691721812,1
incident,0.042593400861259643,1
subject,0.04508901559069423,1
agreed,0.04666114785815732,1
board,0.04666114785815732,1
savings,0.0469771775946703,1
center,0.048878554746898346,1
